cell_type,gene_symbol,gene_id_AD,log2FoldChange_AD,lfcSE_AD,stat_AD,pvalue_AD,padj_AD,log2FoldChange_PD,lfcSE_PD,stat_PD,pvalue_PD,padj_PD,brain_AD_PD_same_direction,conjunction_p,conjunction_FDR,retinal_donors_detected,retinal_positive_cells,retinal_total_counts,retina_expression,protein_rows,AD_donors_measured,Control_donors_measured,AD_retina_protein_measured,AD_retina_log2FC,AD_retina_t,AD_retina_pvalue,AD_retina_FDR,Lysis_AD_vs_Control_log2FC,RIPA_AD_vs_Control_log2FC,AD_retina_buffer_direction_consistent,AD_retina_nominal_P05,AD_retina_FDR05,UniProt,PD_AH_mean_Control,PD_AH_mean_PD,PD_AH_log2RFU_diff,PD_AH_Welch_t,PD_AH_pvalue,PD_AH_FDR,PD_AH_nominal_P05,PD_AH_FDR05,PD_AH_FDR05_abs_effect_gt1,PD_AH_FDR05_abs_effect_gt2,PD_aqueous_protein_measured,AD_retina_same_direction_as_AD_brain,PD_aqueous_same_direction_as_PD_brain,AD_retina_nominal_support,AD_retina_FDR_support,AD_retina_buffer_robust_support,PD_aqueous_nominal_support,PD_aqueous_FDR_support,PD_aqueous_strong_support,both_ocular_proteins_measured,both_ocular_same_disease_direction,dual_ocular_nominal_support,dual_ocular_FDR_support,multimodal_directional_support,multimodal_nominal_support,multimodal_FDR_support,matched_pathways,concordant_pathways,convergent_FDR05_pathways,core_evidence_class
OPC,SLC25A1,ENSG00000100075.9,-0.5091683243616264,0.3956383959003215,-1.2869537679803655,0.1981104027525942,0.8529593092545499,-0.1997869845896089,0.1632930169382173,-1.2234876195912234,0.2211455774370407,0.8998120817598859,True,0.1105727887185203,0.8720470040530115,7,14077.0,35300.0,True,1.0,8.0,8.0,True,-0.3867031085301704,-0.9373928363105462,0.3646694793760463,0.8768494707880053,-0.0730567856928594,-0.7003494313674778,True,False,False,P53007,0.2655744787243015,0.0,-0.2655744787243015,-1.7948194798893102,0.0894939318565924,0.159508288817998,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,1481,854,2,C_dual_ocular_directional
OPC,CAMK1D,ENSG00000183049.12,-0.2491334032670005,0.1470364161793473,-1.6943653126251432,0.0901958866646246,0.763685709694707,-0.19845445858278,0.156217023735048,-1.270376645501638,0.2039504982160656,0.887279981630499,True,0.1019752491080326,0.8720470040530115,7,22315.0,39472.0,True,1.0,8.0,8.0,True,-0.2510180546470195,-0.5654230942740379,0.5827258771478995,0.8851127791220113,-0.4168847639205104,-0.085151345373525,True,False,False,Q8IU85,0.1452172941894098,0.0,-0.1452172941894098,-1.8252666834884272,0.0846009174448757,0.1537240808361391,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,1481,854,2,C_dual_ocular_directional
OPC,CD9,ENSG00000010278.13,-0.1963779205845577,0.2973448651806469,-0.6604382438729908,0.5089726368276957,0.9395230486736098,-0.3165761706834504,0.3252575341759719,-0.9733092624141192,0.3303996203600743,0.9394246555488938,True,0.2544863184138478,0.8720470040530115,7,23030.0,74827.0,True,1.0,8.0,8.0,True,-1.4171396611791884,-2.5318563214225,0.0239491499476303,0.8768494707880053,-2.6979056273651203,-0.1363736949932565,True,True,False,P21926,3.010666075327875,1.745979569715662,-1.2646865056122132,-1.6595845084206924,0.1667582624526797,0.2535195315606396,False,False,False,False,True,True,True,True,False,True,False,False,False,True,True,False,False,True,False,False,1481,854,2,C_dual_ocular_directional
OPC,DPP7,ENSG00000176978.13,-0.3091121549425942,0.2918222544481906,-1.0592480533299191,0.2894868257308808,0.8851810863019292,-0.1944616039152332,0.3234046889210249,-0.6012949427666477,0.5476435573419776,0.9735342934729688,True,0.2738217786709888,0.8720470040530115,7,30822.0,70980.0,True,1.0,8.0,8.0,True,-0.3541813632727439,-0.687997826287888,0.5029061547710234,0.8768494707880053,-0.3479493516978706,-0.3604133748476137,True,False,False,Q9UHL4,9.665712169255068,8.144294627961543,-1.5214175412935251,-0.745109977531603,0.4973918754392481,0.5664443408961609,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,1481,854,2,C_dual_ocular_directional
OPC,ENO1,ENSG00000074800.15,-0.1939068718485178,0.2799026034420005,-0.6927655172335611,0.4884567154869281,0.9370926829989196,-0.4332966173598647,0.2550019109129451,-1.699189687671742,0.0892834487827613,0.827553367639744,True,0.244228357743464,0.8720470040530115,7,74049.0,741077.0,True,1.0,8.0,8.0,True,-0.2318398413279965,-0.646850977237585,0.5307728096819804,0.8768494707880053,-0.3315221362820892,-0.1321575463739073,True,False,False,P06733,16.92433912839373,16.318127143686958,-0.6062119847067713,-2.3128125819058947,0.069416161401093,0.1329678137104075,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,1481,854,2,C_dual_ocular_directional
OPC,LINGO1,ENSG00000169783.12,0.1864044821674262,0.229725106342102,0.8114240760861218,0.4171221775433849,0.919959715646834,0.2898887638295984,0.3225077732429351,0.8988582225930852,0.3687281831168407,0.9467853316455792,True,0.2085610887716924,0.8720470040530115,7,9853.0,15638.0,True,1.0,8.0,8.0,True,0.5366437601443614,1.0251787427223056,0.3244312070342073,0.8768494707880053,0.795208798698468,0.278078721590262,True,False,False,Q96FE5,12.494268765008014,12.98037888548862,0.4861101204806051,2.4736088337825657,0.0410930039803998,0.0923254187336974,True,False,False,False,True,True,True,False,False,False,True,False,False,True,True,False,False,True,False,False,1481,854,2,C_dual_ocular_directional
OPC,ARPC2,ENSG00000163466.15,-0.5148513936333281,0.16517527624139,-3.117000348653361,0.0018270135608408,0.3132504040687373,-0.1863443634503884,0.1133701501700182,-1.643681014543358,0.1002421096203159,0.8320672953829994,True,0.0501210548101579,0.8720470040530115,7,39761.0,204698.0,True,1.0,8.0,8.0,True,-0.6190381058223124,-1.0619655900119944,0.3117423864095398,0.8768494707880053,-0.8532013510992442,-0.3848748605453664,True,False,False,O15144,0.3531922161019185,0.0602599328252093,-0.292932283276709,-1.3244676733520575,0.1999869493197615,0.288352097435714,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,1481,854,2,C_dual_ocular_directional
OPC,GMPR2,ENSG00000100938.17,-0.2690646703864194,0.4052592190471257,-0.6639322629576776,0.5067336658381841,0.939377227301984,-0.1848961619369682,0.2736965966069542,-0.6755515568302477,0.4993254071736657,0.9676139882890662,True,0.253366832919092,0.8720470040530115,7,18777.0,38275.0,True,1.0,8.0,8.0,True,-0.4738190874362686,-0.700496669663851,0.4958753208908566,0.8768494707880053,-0.7947840552557537,-0.1528541196167836,True,False,False,Q9P2T1,7.846409155283386,6.929061334540373,-0.9173478207430126,-1.7135996894347838,0.1252110527400229,0.2043521941908432,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,1481,854,2,C_dual_ocular_directional
OPC,KCNAB2,ENSG00000069424.14,-0.1836171989298201,0.3555584160860237,-0.5164192172725728,0.6055616466903591,0.9558101417279148,-0.4873432906954972,0.182898997055058,-2.664548732045766,0.0077091695782642,0.5172039226378671,True,0.3027808233451795,0.8720470040530115,7,15689.0,44343.0,True,1.0,8.0,8.0,True,-1.4482948296577511,-2.2666209862327165,0.0408666361156494,0.8768494707880053,-1.7085816467291686,-1.4736247630293242,True,True,False,Q13303,3.7961753385258894,2.0832550319311336,-1.7129203065947567,-1.996183831894471,0.1149501085163038,0.1912220331954989,False,False,False,False,True,True,True,True,False,True,False,False,False,True,True,False,False,True,False,False,1481,854,2,C_dual_ocular_directional
OPC,LGALSL,ENSG00000119862.12,-0.1825758954428822,0.4162573895940971,-0.4386129832335625,0.6609419879080531,0.9650305177658908,-0.7104340748530154,0.266218308910254,-2.6686146334605136,0.0076164782734747,0.5172039226378671,True,0.3304709939540265,0.8720470040530115,7,12146.0,14944.0,True,1.0,8.0,8.0,True,-0.6234282247964202,-0.9452907781157552,0.3619972227825757,0.8768494707880053,-0.9796767577587068,-0.2671796918341371,True,False,False,Q3ZCW2,2.479547159507221,0.6655673597901439,-1.813979799717077,-2.356034261145555,0.050709565345187,0.1057874400217959,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,1481,854,2,C_dual_ocular_directional
OPC,RAP1GAP,ENSG00000076864.19,-0.6063878223627763,0.2805143255779731,-2.1617000169719383,0.0306413063393236,0.6469847844703718,-0.1817557620044655,0.1875529715161648,-0.969090281722358,0.3325001460947713,0.9394246555488938,True,0.1662500730473856,0.8720470040530115,7,21832.0,67392.0,True,1.0,8.0,8.0,True,-0.479868264413497,-0.6581804814508464,0.5222449505416216,0.8768494707880053,-0.5421906988964125,-0.0511955364727505,True,False,False,P47736,4.227735086889884,3.938919802826772,-0.2888152840631117,-1.0136489816877234,0.361318165773939,0.4377819206769186,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,1481,854,2,C_dual_ocular_directional
OPC,GSTP1,ENSG00000084207.16,-0.5226384848862727,0.4052183912917875,-1.2897699021511937,0.1971305609640091,0.8528996991897853,-0.1804729031151616,0.5552838114441696,-0.3250102009021148,0.745173351258902,0.9908546793077164,True,0.3725866756294511,0.8720470040530115,7,60872.0,261844.0,True,1.0,8.0,8.0,True,-0.2865155111114887,-0.6920887232035984,0.5019591524260882,0.8768494707880053,-0.3237195274614812,-0.2493114947614998,True,False,False,P09211,10.183827205440515,9.764633905271626,-0.4191933001688888,-1.1980539300896724,0.2682528198530799,0.3605637217250539,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,1481,854,2,C_dual_ocular_directional
OPC,SAE1,ENSG00000142230.11,-0.1771828051420357,0.2133109991954397,-0.8306313589563067,0.4061819138066129,0.9191953764690302,-0.2195055070675877,0.1493857319864426,-1.4693873648355438,0.1417277524415381,0.8593914731372461,True,0.2030909569033064,0.8720470040530115,7,20131.0,43946.0,True,1.0,8.0,8.0,True,-0.5315775931718392,-0.7677746780589748,0.458744413719489,0.8768494707880053,-0.8441854746046076,-0.2189697117390707,True,False,False,Q9UBE0|Q9UBT2,1.547809789527138,0.4284887185063556,-1.1193210710207824,-1.929833845309672,0.0761479074061222,0.1419556428726479,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,1481,854,2,C_dual_ocular_directional
OPC,FHL1,ENSG00000022267.16,-0.1676736702417355,0.1602454564848256,-1.046355222293702,0.2953970582679478,0.8861029721280782,-0.2034728756001691,0.166081853119099,-1.2251361107721777,0.2205239414789629,0.8997267499595707,True,0.1476985291339739,0.8720470040530115,7,34259.0,66473.0,True,1.0,8.0,8.0,True,-0.8714663769148743,-1.093838776924646,0.2962252787858299,0.8768494707880053,-1.2595286956938807,-0.4834040581358572,True,False,False,Q13642,0.7837582567339595,0.0,-0.7837582567339595,-3.056539974229617,0.0067948039088057,0.0303815277871598,True,True,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,True,False,False,1481,854,2,C_dual_ocular_directional
OPC,ADRM1,ENSG00000130706.12,-1.1920492423313451,0.5424131701912256,-2.1976775414783773,0.0279720930924239,0.6302424550812007,-0.1616150834165525,0.3207610805116697,-0.5038487934968555,0.6143676365900037,0.9779876942073444,True,0.3071838182950018,0.8720470040530115,7,26566.0,71758.0,True,1.0,8.0,8.0,True,-0.3275971197351985,-0.6078227613417488,0.5544286840066637,0.8814039709144764,-0.156566445447492,-0.4986277940229087,True,False,False,Q16186,3.730897746080185,2.326725009345514,-1.4041727367346717,-3.859425214506438,0.0138501165309583,0.0462501985348703,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,1481,854,2,C_dual_ocular_directional
OPC,QPRT,ENSG00000103485.17,-0.2798799072573927,0.3063945936093283,-0.9134622904419016,0.360999457691941,0.9043421082305314,-0.1599490453144043,0.2335047677195396,-0.684992631527411,0.493348570702476,0.9676139882890662,True,0.246674285351238,0.8720470040530115,7,17484.0,85874.0,True,1.0,8.0,8.0,True,-1.1294346484996112,-1.9694364643429116,0.0720347327287771,0.8768494707880053,-1.1628611822086086,-1.0960081147906138,True,False,False,Q15274,2.256234552608334,0.0,-2.256234552608334,-8.41657513191659,1.1806005027007183e-07,1.5269994229249516e-05,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,1481,854,2,C_dual_ocular_directional
OPC,CBR3,ENSG00000159231.5,-0.3671234579513086,0.5035119307632074,-0.7291256383832544,0.4659248128905812,0.931331838823197,-0.1590998304202458,0.3043963538835576,-0.5226732462147269,0.6012016591444946,0.9779876942073444,True,0.3006008295722473,0.8720470040530115,7,4003.0,5039.0,True,1.0,8.0,8.0,True,-0.7765029520344768,-1.0290748408166943,0.3259489959525525,0.8768494707880053,-1.325279173286976,-0.4963287196860655,True,False,False,O75828,6.785562462371318,3.8792937509693415,-2.9062687114019763,-1.7032350883658771,0.159599235682903,0.2471508164003812,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,1481,854,2,C_dual_ocular_directional
OPC,EYS,ENSG00000188107.14,0.1564381092421244,0.5691929660883271,0.2748419579342595,0.783437661160712,0.9769264637814286,0.1875216990242343,0.2591193906504824,0.7236884069288974,0.4692570520282524,0.964808507507938,True,0.391718830580356,0.8720470040530115,7,2405.0,2821.0,True,1.0,8.0,8.0,True,2.139422844070477,3.512128283046536,0.0036365871612331,0.6487411739414223,3.9127734250255486,0.3660722631153987,True,True,False,Q5T1H1,6.8418849522569785,7.162201182430496,0.3203162301735176,1.0156851554286608,0.3504040922575635,0.4270127813785426,False,False,False,False,True,True,True,True,False,True,False,False,False,True,True,False,False,True,False,False,1481,854,2,C_dual_ocular_directional
OPC,CYB5R1,ENSG00000159348.12,-0.1560007207520733,0.4000546971913957,-0.3899484791636851,0.6965746446697569,0.9664446051268728,-0.2781715201669149,0.2591722404178659,-1.0733075414188509,0.2831331526644425,0.925459137541722,True,0.3482873223348784,0.8720470040530115,7,19213.0,37094.0,True,1.0,8.0,8.0,True,-0.3204054811770902,-0.6435882208093948,0.5316972093905271,0.8768494707880053,-0.360883516398335,-0.2799274459558383,True,False,False,Q9UHQ9,2.47158272280492,0.0,-2.47158272280492,-6.394826644097765,5.072011027420697e-06,0.0002421827219096,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,1481,854,2,C_dual_ocular_directional
OPC,ACAD8,ENSG00000151498.11,-0.1763293058077212,0.3072778143421606,-0.5738432700883984,0.566073864950887,0.9489841347750148,-0.1519395781170177,0.1993548726760026,-0.7621563299531403,0.4459667064149581,0.9631660707462656,True,0.2830369324754435,0.8720470040530115,7,8917.0,11092.0,True,1.0,8.0,8.0,True,-0.5535768794830176,-0.8582893804588408,0.4073939510281213,0.8768494707880053,-0.5711556822846617,-0.535998076681377,True,False,False,Q9UKU7,4.096516323004558,1.318455862103006,-2.778060460901552,-3.2816966849759037,0.0270888410324982,0.0697252801067153,True,False,False,False,True,True,True,False,False,False,True,False,False,True,True,False,False,True,False,False,1481,854,2,C_dual_ocular_directional
OPC,AGT,ENSG00000135744.7,0.9066622102315292,0.5424541448327113,1.6714080238268565,0.0946411121265709,0.7752210491143683,0.1490308491788812,0.3440198914131608,0.4332041631857218,0.6648664546544718,0.98042489886865,True,0.3324332273272359,0.8720470040530115,7,9203.0,13189.0,True,1.0,8.0,8.0,True,0.6554426280201469,1.3154109845360014,0.2101772656562706,0.8768494707880053,0.5671343799464594,0.7437508760938378,True,False,False,P01019,14.597530036804525,15.649834793381482,1.052304756576957,4.641365652416809,0.0006282385812918,0.0069608098819565,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,1481,854,2,C_dual_ocular_directional
OPC,MPP2,ENSG00000108852.14,-0.2604076214074839,0.2314907899752064,-1.1249156885912162,0.2606247632049866,0.873878034353049,-0.1482088632031495,0.1307713881762619,-1.1333431973925692,0.257070157927891,0.916174187729723,True,0.1303123816024933,0.8720470040530115,7,12351.0,14732.0,True,1.0,8.0,8.0,True,-0.2806143040910633,-0.6249889388328449,0.5439415751323935,0.8779882921039025,-0.3946308535434362,-0.1665977546386869,True,False,False,Q14168,1.0124774238503156,0.0,-1.0124774238503156,-3.861771465923656,0.0011427381337882,0.0101455892658169,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,1481,854,2,C_dual_ocular_directional
OPC,IDH1,ENSG00000138413.13,-0.1477053287420101,0.2238636135573935,-0.6598005204813773,0.5093818492832054,0.9395230486736098,-0.1680910162766594,0.0988361258336206,-1.7007042198276918,0.0889985423365442,0.827553367639744,True,0.2546909246416027,0.8720470040530115,7,14887.0,23937.0,True,1.0,8.0,8.0,True,-0.2254551628888421,-0.4598619888038354,0.6539530398050161,0.8924850912093047,-0.3104604776126614,-0.1404498481650158,True,False,False,O75874,9.020525826249337,8.868144609507896,-0.1523812167414391,-0.3098588148888291,0.7697209491896359,0.8152086443898039,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,1481,854,2,C_dual_ocular_directional
OPC,PRDX5,ENSG00000126432.13,-0.461799037263178,0.414898067946967,-1.113042149239909,0.2656903275810723,0.8786599007096207,-0.1461414387096474,0.5176064627150426,-0.2823408307985183,0.7776821801033833,0.9908546793077164,True,0.3888410900516916,0.8720470040530115,7,64705.0,638612.0,True,1.0,8.0,8.0,True,-0.2484762924210208,-0.6120959761325422,0.5507803955242188,0.8805095867700446,-0.4545595574423693,-0.0423930273996795,True,False,False,P30044,2.268018331367331,0.4549301650885004,-1.8130881662788303,-4.769338438212636,0.0007904476034343,0.0080723308041407,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,1481,854,2,C_dual_ocular_directional
OPC,RPE,ENSG00000197713.14,-0.3281853505863028,0.1967523065373325,-1.6680127230123811,0.0953132011330201,0.7752758684090112,-0.1455804856066642,0.1247643854083359,-1.1668432872906818,0.2432736622323802,0.9141037929197832,True,0.1216368311161901,0.8720470040530115,7,6669.0,7522.0,True,1.0,8.0,8.0,True,-0.4018881946738197,-0.7505823959263926,0.4673660179038683,0.8768494707880053,-0.6626014665340918,-0.1411749228135477,True,False,False,Q96AT9,1.5842709280258522,1.069557751697984,-0.5147131763278683,-0.8227267892360771,0.4371578310632487,0.5092866359428757,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,1481,854,2,C_dual_ocular_directional
OPC,SERPINF2,ENSG00000167711.13,1.271511852587578,0.653666778440562,1.9451988299313523,0.0517510526232186,0.7186970614913549,0.1445149612662633,0.5056908948787774,0.2857772657759757,0.7750487215705106,0.9908546793077164,True,0.3875243607852553,0.8720470040530115,7,271.0,273.0,True,1.0,8.0,8.0,True,0.3164025542974507,0.3511899743499223,0.7315762257241909,0.91008800026664,0.701631427547202,-0.0688263189523041,False,False,False,P08697,13.602253301840694,15.3921450512428,1.7898917494021074,4.456642381538539,0.003270875744279,0.0199512903115669,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,1481,854,2,C_dual_ocular_directional
OPC,AKR7A2,ENSG00000053371.12,-0.1438814520442047,0.4138947670525623,-0.3476281013862942,0.7281194991734998,0.9740662096411048,-0.2362697422555078,0.2609685144100089,-0.9053572718902912,0.3652761442579565,0.94652951812495,True,0.3640597495867499,0.8720470040530115,7,25248.0,49068.0,True,1.0,8.0,8.0,True,-0.4912924378251126,-0.9269521249993934,0.3715309323869182,0.8768494707880053,-0.4716792645687739,-0.5109056110814478,True,False,False,O43488,5.117184824057042,4.678857495287806,-0.4383273287692359,-0.3621473615022217,0.7317221733868741,0.780988538774325,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,1481,854,2,C_dual_ocular_directional
OPC,PRPS2,ENSG00000101911.12,-0.3823865414527094,0.4492651619020548,-0.8511377553376247,0.3946928345779291,0.9157444137307472,-0.143410361897303,0.2801520777884071,-0.5119018321385354,0.6087197158504085,0.9779876942073444,True,0.3043598579252042,0.8720470040530115,7,1261.0,1331.0,True,1.0,8.0,8.0,True,-0.3889080599174441,-0.9895152265399996,0.3517716582155819,0.8768494707880053,-0.8175989423934311,-0.0799544218445333,True,False,False,P11908,0.0255424886646628,0.0,-0.0255424886646628,-1.0,0.3305649312781843,0.4067658214744228,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,1481,854,2,C_dual_ocular_directional
OPC,CA5B,ENSG00000169239.12,-0.2300852218639752,0.2300480289276138,-1.00016167465783,0.3172322731195299,0.8876654952366305,-0.1418653880836118,0.1158693927424011,-1.2243560160792812,0.2208179540466204,0.8998120817598859,True,0.158616136559765,0.8720470040530115,7,3391.0,3627.0,True,1.0,8.0,8.0,True,-0.4662233984805581,-0.7761101417507207,0.4506082611431968,0.8768494707880053,-0.6628197691933977,-0.2696270277677257,True,False,False,Q9Y2D0,3.032269660524314,2.9729446222672875,-0.0593250382570262,-0.1695131848278818,0.869813994696258,0.8988817651721877,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,1481,854,2,C_dual_ocular_directional
OPC,UAP1,ENSG00000117143.13,-0.1416267267280604,0.3820894782376812,-0.3706637706468342,0.7108879778848212,0.9687316301678348,-0.3464704132048275,0.3188589537237694,-1.086594587226107,0.2772160182443499,0.9237505499383624,True,0.3554439889424106,0.8720470040530115,7,12925.0,17728.0,True,1.0,6.0,8.0,True,-1.1998407949812524,-1.6015389042731851,0.1356265462409272,0.8768494707880053,-0.8864026445408797,,False,False,False,Q16222,2.7736883162965165,2.5456946786458,-0.2279936376507167,-0.5488612113054546,0.6101340352382987,0.6725300783538947,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,1481,854,2,C_dual_ocular_directional
OPC,GOLPH3,ENSG00000113384.13,0.1400427386999659,0.1516407742386049,0.9235163787782456,0.355738168915702,0.9043421082305314,0.1463833792477423,0.1085914406653075,1.348019497217228,0.1776521117346055,0.8698162049643613,True,0.177869084457851,0.8720470040530115,7,10229.0,13575.0,True,1.0,8.0,8.0,True,0.2878282147036799,0.4831866535871916,0.6402575954453538,0.8902922891443612,,-0.1156588018835904,False,False,False,Q9H4A6,5.561095100901857,5.928676376417316,0.3675812755154588,0.7714981231591289,0.4752521833449527,0.546228381873744,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,1481,854,2,C_dual_ocular_directional
OPC,USP14,ENSG00000101557.14,-0.1979228195634517,0.1437974160631655,-1.3764003900912285,0.1686977072859732,0.8352119347242776,-0.1393730581370453,0.0922904091925245,-1.5101575489420898,0.1310032278417383,0.8562316233545195,True,0.0843488536429866,0.8720470040530115,7,19603.0,40223.0,True,1.0,8.0,8.0,True,-0.2583772198259808,-0.5087130686831908,0.6189146016843321,0.887927362469259,-0.8576227986891638,0.3408683590372021,False,False,False,P54578,5.689214024298963,3.968395433317212,-1.720818590981751,-1.0060974748945255,0.3683553613673069,0.4452655823154935,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,1481,854,2,C_dual_ocular_directional
OPC,DDX23,ENSG00000174243.9,-0.2088541812165867,0.3267845808281974,-0.6391188369024945,0.5227456266171415,0.9406236554903084,-0.1373583853795733,0.1990729795548426,-0.6899901015533476,0.490200412139842,0.9676139882890662,True,0.2613728133085707,0.8720470040530115,7,10269.0,13031.0,True,1.0,7.0,4.0,True,-0.8620655163269113,-0.997987191741364,0.3484786222466823,0.8768494707880053,-0.859308391530174,-1.2255744528446364,True,False,False,Q9BUQ8,2.3822613070505136,0.523973492850626,-1.858287814199888,-3.107601359936706,0.0182998988994698,0.0546760565185745,True,False,False,False,True,True,True,False,False,False,True,False,False,True,True,False,False,True,False,False,1481,854,2,C_dual_ocular_directional
OPC,PSMD7,ENSG00000103035.10,-0.1621115570830367,0.2750975044317794,-0.5892876324628318,0.555668339848062,0.9478880545959232,-0.1372093411252253,0.2409047256188151,-0.569558528886363,0.5689771629362117,0.974835234448519,True,0.2844885814681058,0.8720470040530115,7,29366.0,105452.0,True,1.0,8.0,8.0,True,-0.3646858255030807,-0.90960250177738,0.3804912130689918,0.8768494707880053,-0.6685550810434222,-0.060816569962725,True,False,False,P51665,2.6537139218169794,1.093575929013184,-1.5601379928037955,-2.166617654204705,0.0758295382075951,0.1415777158350918,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,1481,854,2,C_dual_ocular_directional
OPC,DCTN6,ENSG00000104671.7,-0.2485357855023704,0.3842710333347414,-0.6467721059939198,0.5177794479484191,0.9398120685727755,-0.1362491082666137,0.2204908449631145,-0.6179354443918366,0.5366178934558214,0.971316951405676,True,0.2683089467279107,0.8720470040530115,7,25973.0,56461.0,True,1.0,8.0,8.0,True,-0.1903018365619644,-0.3164352044324976,0.7567614412014443,0.9175675224387198,-0.1641588651594219,-0.2164448079645033,True,False,False,O00399,0.0688554571370726,0.0,-0.0688554571370726,-1.0,0.3305649312781843,0.4067658214744228,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,1481,854,2,C_dual_ocular_directional
OPC,AGAP2,ENSG00000135439.11,-0.1361752082752958,0.3195225704481996,-0.4261833775444428,0.6699742288497375,0.9654080177389532,-0.1877523897431463,0.2129984418676215,-0.8814730666425923,0.3780618254792951,0.9496591160923306,True,0.3349871144248687,0.8720470040530115,7,5692.0,7057.0,True,1.0,7.0,7.0,True,-0.1257531355081163,-0.1274730954729964,0.9008071090518162,0.9636144720740496,1.3579033684793558,-2.1962909965892443,False,False,False,Q99490,0.3225905822193505,0.0,-0.3225905822193505,-1.0000000000000004,0.3305649312781838,0.4067658214744228,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,1481,854,2,C_dual_ocular_directional
OPC,COX5B,ENSG00000135940.6,-0.1347319770988472,0.4786506906236775,-0.2814828845714036,0.778340053756623,0.9765559737458256,-0.2711187170397082,0.4944035554986069,-0.5483753383736986,0.58343420654188,0.9772137492669604,True,0.3891700268783115,0.8720470040530115,7,69519.0,570590.0,True,1.0,8.0,8.0,True,-0.59225847649736,-1.101780771062867,0.2919623563112385,0.8768494707880053,-0.8774837706070713,-0.3070331823876415,True,False,False,P10606,0.8877487515573342,0.6063979930329209,-0.2813507585244134,-0.5399082526243933,0.6067327172474344,0.6694292155593542,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,1481,854,2,C_dual_ocular_directional
OPC,QTRT1,ENSG00000213339.8,-0.5594050944939678,0.2027560484822414,-2.7590057050404773,0.0057977522800969,0.4587005391728457,-0.1295361480473941,0.1741420910559401,-0.7438531791017878,0.4569653037099372,0.9634028693656476,True,0.2284826518549686,0.8720470040530115,7,17063.0,23434.0,True,1.0,6.0,8.0,True,-0.8174828870748634,-0.9989713248333284,0.3417392172000896,0.8768494707880053,-1.9580285594155988,1.4690062145460878,False,False,False,Q9BXR0,4.058823244089522,3.45005605112787,-0.6087671929616523,-1.9879627879245527,0.1016986019418648,0.1747238982958473,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,1481,854,2,C_dual_ocular_directional
OPC,EIF2S2,ENSG00000125977.6,-0.1278568528555265,0.2333361078243504,-0.5479514252966537,0.5837252566725768,0.9505522700448444,-0.1713966450549973,0.3073599121456489,-0.5576415084794059,0.5770892062285142,0.9764001255252698,True,0.2918626283362884,0.8720470040530115,7,32460.0,103730.0,True,1.0,8.0,8.0,True,-0.596655000073369,-1.6451873163276691,0.1235197627301737,0.8768494707880053,-1.0526125416517402,-0.1406974584950084,True,False,False,P20042,2.8741687132168914,2.644386689978714,-0.2297820232381773,-0.5169699836454988,0.6276884396971758,0.687839392918107,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,1481,854,2,C_dual_ocular_directional
