gene_symbol,candidate_rank,priority_group,pathway,pathway_rank,pathway_priority,n_convergent_FDR_celltypes,n_same_direction_celltypes,shared_AD_PD_leading_edge
STS,3063,P6_brain_plus_retina_expression,The activation of arylsulfatases,1159,R5_single_directional,0,1,True
ARSB,14576,P7_other,The activation of arylsulfatases,1159,R5_single_directional,0,1,False
ATP2B4,8637,P6_brain_plus_retina_expression,Platelet calcium homeostasis,1160,R5_single_directional,0,1,False
TRPC3,15366,P7_other,Platelet calcium homeostasis,1160,R5_single_directional,0,1,False
ITPR3,10332,P6_brain_plus_retina_expression,Platelet calcium homeostasis,1160,R5_single_directional,0,1,True
SLC8A1,11569,P6_brain_plus_retina_expression,Platelet calcium homeostasis,1160,R5_single_directional,0,1,False
ATP2A3,17659,P7_other,Platelet calcium homeostasis,1160,R5_single_directional,0,1,False
ATP2A1,10412,P6_brain_plus_retina_expression,Platelet calcium homeostasis,1160,R5_single_directional,0,1,True
STIM1,8407,P6_brain_plus_retina_expression,Platelet calcium homeostasis,1160,R5_single_directional,0,1,True
ATP2B1,9410,P6_brain_plus_retina_expression,Platelet calcium homeostasis,1160,R5_single_directional,0,1,False
P2RX6,5934,P6_brain_plus_retina_expression,Platelet calcium homeostasis,1160,R5_single_directional,0,1,False
ATP2B2,12004,P6_brain_plus_retina_expression,Platelet calcium homeostasis,1160,R5_single_directional,0,1,False
SLC8A2,9714,P6_brain_plus_retina_expression,Platelet calcium homeostasis,1160,R5_single_directional,0,1,True
SLC8A3,10007,P6_brain_plus_retina_expression,Platelet calcium homeostasis,1160,R5_single_directional,0,1,True
P2RX1,6258,P6_brain_plus_retina_expression,Platelet calcium homeostasis,1160,R5_single_directional,0,1,False
ATP2A2,11076,P6_brain_plus_retina_expression,Platelet calcium homeostasis,1160,R5_single_directional,0,1,True
P2RX4,5261,P6_brain_plus_retina_expression,Platelet calcium homeostasis,1160,R5_single_directional,0,1,False
ORAI1,4179,P6_brain_plus_retina_expression,Platelet calcium homeostasis,1160,R5_single_directional,0,1,False
ORAI2,14434,P7_other,Platelet calcium homeostasis,1160,R5_single_directional,0,1,False
TRPC6,5986,P6_brain_plus_retina_expression,Platelet calcium homeostasis,1160,R5_single_directional,0,1,True
CALM1,8720,P6_brain_plus_retina_expression,Platelet calcium homeostasis,1160,R5_single_directional,0,1,True
ATP2B3,2695,P6_brain_plus_retina_expression,Platelet calcium homeostasis,1160,R5_single_directional,0,1,False
ITPR1,3069,P6_brain_plus_retina_expression,Platelet calcium homeostasis,1160,R5_single_directional,0,1,True
ITPR2,8986,P6_brain_plus_retina_expression,Platelet calcium homeostasis,1160,R5_single_directional,0,1,False
FBXO4,1992,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,True
GNB2,2468,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
KIFC3,9055,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,True
ARFGEF2,9136,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
FBXL5,9148,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
HDAC3,4810,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
GNG7,5752,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
DCAF7,5490,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
FBXW10,12847,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
GNA15,12935,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
GNAQ,12852,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
PFDN1,274,P3_recurrent_dual_ocular_directional,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,True
GNG4,5517,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
FBXW4,8233,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
KIF13A,8275,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
TUBA1C,1758,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
RGS11,8467,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
TUBB2A,3276,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
CCT6A,11850,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
CCT8,8552,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
GNG3,5866,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,True
RGS7,2847,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,True
STAT3,480,P4_single_dual_ocular_directional,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
GNB1,5525,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,True
VBP1,438,P4_single_dual_ocular_directional,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
RGS6,6869,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
GNG12,10396,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,True
PDCL,14607,P7_other,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
TUBB6,10586,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
TUBA1B,3348,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,True
CSNK2A1,12797,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
XRN2,12290,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
GNB5,11748,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
GAPDHS,491,P4_single_dual_ocular_directional,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
FBXW5,8933,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
TUBA1A,11055,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,True
PFDN4,303,P4_single_dual_ocular_directional,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
FBXO6,3473,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
CCNE1,6021,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
CCT6B,4044,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
NOP56,8155,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
CCNE2,12234,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
CCT7,109,P3_recurrent_dual_ocular_directional,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
SPHK1,11668,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
FBXL3,4167,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
GNA11,5448,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
CCT2,8774,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
TUBB2B,6575,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
TUBB4A,2771,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,True
PFDN6,3284,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
WRAP53,14612,P7_other,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
TP53,11072,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
CCT5,2594,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
USP11,32,P3_recurrent_dual_ocular_directional,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,True
CCT4,2968,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
GNA14,14418,P7_other,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
GNB3,17263,P7_other,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
TCP1,3188,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
AP3M1,4023,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,True
CSNK2A2,12404,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
FKBP9,4203,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
CCT3,4500,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
RGS9,6556,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
ACTB,9554,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
PFDN2,10993,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
TUBB4B,6092,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,True
FBXW7,9468,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
FBXW2,1689,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,True
GNB4,11119,P6_brain_plus_retina_expression,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
TUBA4A,15280,P7_other,Chaperonin-mediated protein folding,1161,R5_single_directional,0,1,False
CHMP3,3989,P6_brain_plus_retina_expression,Regulated Necrosis,1162,R5_single_directional,0,1,False
FAS,1021,P5_single_ocular_FDR,Regulated Necrosis,1162,R5_single_directional,0,1,False
TNFRSF10B,15404,P7_other,Regulated Necrosis,1162,R5_single_directional,0,1,False
CASP3,2091,P6_brain_plus_retina_expression,Regulated Necrosis,1162,R5_single_directional,0,1,False
FADD,6714,P6_brain_plus_retina_expression,Regulated Necrosis,1162,R5_single_directional,0,1,False
GSDMD,10849,P6_brain_plus_retina_expression,Regulated Necrosis,1162,R5_single_directional,0,1,False
GSDME,13855,P7_other,Regulated Necrosis,1162,R5_single_directional,0,1,False
PELI1,5403,P6_brain_plus_retina_expression,Regulated Necrosis,1162,R5_single_directional,0,1,False
OGT,4213,P6_brain_plus_retina_expression,Regulated Necrosis,1162,R5_single_directional,0,1,True
CASP5,17151,P7_other,Regulated Necrosis,1162,R5_single_directional,0,1,False
STUB1,1401,P6_brain_plus_retina_expression,Regulated Necrosis,1162,R5_single_directional,0,1,False
TP63,10137,P6_brain_plus_retina_expression,Regulated Necrosis,1162,R5_single_directional,0,1,True
IRF1,7030,P6_brain_plus_retina_expression,Regulated Necrosis,1162,R5_single_directional,0,1,False
IL1A,17574,P7_other,Regulated Necrosis,1162,R5_single_directional,0,1,False
UBC,6724,P6_brain_plus_retina_expression,Regulated Necrosis,1162,R5_single_directional,0,1,False
MLKL,5445,P6_brain_plus_retina_expression,Regulated Necrosis,1162,R5_single_directional,0,1,True
CHMP2A,5510,P6_brain_plus_retina_expression,Regulated Necrosis,1162,R5_single_directional,0,1,False
UBB,10676,P6_brain_plus_retina_expression,Regulated Necrosis,1162,R5_single_directional,0,1,True
BIRC2,9205,P6_brain_plus_retina_expression,Regulated Necrosis,1162,R5_single_directional,0,1,False
SDCBP,10670,P6_brain_plus_retina_expression,Regulated Necrosis,1162,R5_single_directional,0,1,True
HSP90AA1,192,P3_recurrent_dual_ocular_directional,Regulated Necrosis,1162,R5_single_directional,0,1,True
PDCD6IP,9453,P6_brain_plus_retina_expression,Regulated Necrosis,1162,R5_single_directional,0,1,False
BIRC3,5911,P6_brain_plus_retina_expression,Regulated Necrosis,1162,R5_single_directional,0,1,True
FLOT2,7283,P6_brain_plus_retina_expression,Regulated Necrosis,1162,R5_single_directional,0,1,False
CHMP7,2568,P6_brain_plus_retina_expression,Regulated Necrosis,1162,R5_single_directional,0,1,False
IL18,145,P3_recurrent_dual_ocular_directional,Regulated Necrosis,1162,R5_single_directional,0,1,False
CYCS,6081,P6_brain_plus_retina_expression,Regulated Necrosis,1162,R5_single_directional,0,1,True
FLOT1,8611,P6_brain_plus_retina_expression,Regulated Necrosis,1162,R5_single_directional,0,1,False
CDC37,66,P3_recurrent_dual_ocular_directional,Regulated Necrosis,1162,R5_single_directional,0,1,False
TNFSF10,978,P5_single_ocular_FDR,Regulated Necrosis,1162,R5_single_directional,0,1,False
CHMP4B,11248,P6_brain_plus_retina_expression,Regulated Necrosis,1162,R5_single_directional,0,1,False
UBE2L3,14848,P7_other,Regulated Necrosis,1162,R5_single_directional,0,1,False
CASP1,10059,P6_brain_plus_retina_expression,Regulated Necrosis,1162,R5_single_directional,0,1,False
CASP4,17743,P7_other,Regulated Necrosis,1162,R5_single_directional,0,1,False
HMGB1,3128,P6_brain_plus_retina_expression,Regulated Necrosis,1162,R5_single_directional,0,1,True
TRADD,7841,P6_brain_plus_retina_expression,Regulated Necrosis,1162,R5_single_directional,0,1,False
CHMP2B,14700,P7_other,Regulated Necrosis,1162,R5_single_directional,0,1,False
TP53,11072,P6_brain_plus_retina_expression,Regulated Necrosis,1162,R5_single_directional,0,1,False
CFLAR,7117,P6_brain_plus_retina_expression,Regulated Necrosis,1162,R5_single_directional,0,1,False
IL1B,16617,P7_other,Regulated Necrosis,1162,R5_single_directional,0,1,True
RIPK1,6586,P6_brain_plus_retina_expression,Regulated Necrosis,1162,R5_single_directional,0,1,True
UBA52,3152,P6_brain_plus_retina_expression,Regulated Necrosis,1162,R5_single_directional,0,1,False
XIAP,5098,P6_brain_plus_retina_expression,Regulated Necrosis,1162,R5_single_directional,0,1,True
CHMP6,1463,P6_brain_plus_retina_expression,Regulated Necrosis,1162,R5_single_directional,0,1,False
TRAF2,1609,P6_brain_plus_retina_expression,Regulated Necrosis,1162,R5_single_directional,0,1,False
GEMIN2,9276,P6_brain_plus_retina_expression,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,False
RPS2,11612,P6_brain_plus_retina_expression,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,False
RPS24,7712,P6_brain_plus_retina_expression,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,True
RPS27,6585,P6_brain_plus_retina_expression,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,False
RPS12,3104,P6_brain_plus_retina_expression,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,True
RPS9,3289,P6_brain_plus_retina_expression,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,True
RPS23,12051,P6_brain_plus_retina_expression,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,True
GEMIN4,4695,P6_brain_plus_retina_expression,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,False
GEMIN5,5834,P6_brain_plus_retina_expression,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,False
RPS13,6150,P6_brain_plus_retina_expression,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,True
RPS14,442,P4_single_dual_ocular_directional,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,True
RPS27L,1250,P6_brain_plus_retina_expression,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,False
SMN1,10952,P6_brain_plus_retina_expression,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,False
SNRPF,2066,P6_brain_plus_retina_expression,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,False
RPS4Y1,1650,P6_brain_plus_retina_expression,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,True
RPS7,11014,P6_brain_plus_retina_expression,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,False
RPS16,7467,P6_brain_plus_retina_expression,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,True
RPS18,11758,P6_brain_plus_retina_expression,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,True
RPS20,4903,P6_brain_plus_retina_expression,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,False
RPS21,3325,P6_brain_plus_retina_expression,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,False
SNRPD2,117,P3_recurrent_dual_ocular_directional,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,True
SNRPD1,6933,P6_brain_plus_retina_expression,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,False
SNRPD3,458,P4_single_dual_ocular_directional,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,True
RPS11,6506,P6_brain_plus_retina_expression,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,True
GEMIN6,8320,P6_brain_plus_retina_expression,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,True
GEMIN8,6981,P6_brain_plus_retina_expression,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,True
RPS15,10422,P6_brain_plus_retina_expression,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,True
DDX20,8796,P6_brain_plus_retina_expression,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,False
RPS3A,440,P4_single_dual_ocular_directional,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,True
RPS15A,3153,P6_brain_plus_retina_expression,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,True
RPS25,3560,P6_brain_plus_retina_expression,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,True
RPS8,14370,P7_other,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,True
RPSA,7537,P6_brain_plus_retina_expression,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,True
SNRPE,7923,P6_brain_plus_retina_expression,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,True
RPS28,8563,P6_brain_plus_retina_expression,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,True
RPS3,228,P3_recurrent_dual_ocular_directional,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,True
RPS5,4725,P6_brain_plus_retina_expression,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,False
RPS19,463,P4_single_dual_ocular_directional,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,False
RPS27A,3241,P6_brain_plus_retina_expression,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,True
RPS4X,6521,P6_brain_plus_retina_expression,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,True
RPS29,7362,P6_brain_plus_retina_expression,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,True
RPS26,10181,P6_brain_plus_retina_expression,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,False
RPS6,1404,P6_brain_plus_retina_expression,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,True
FAU,6259,P6_brain_plus_retina_expression,SARS-CoV-2 modulates host translation machinery,1163,R5_single_directional,0,1,True
ROCK1,9269,P6_brain_plus_retina_expression,EPHB-mediated forward signaling,1164,R5_single_directional,0,1,False
GRIN2B,14241,P7_other,EPHB-mediated forward signaling,1164,R5_single_directional,0,1,True
TIAM1,8301,P6_brain_plus_retina_expression,EPHB-mediated forward signaling,1164,R5_single_directional,0,1,False
EPHB2,14519,P7_other,EPHB-mediated forward signaling,1164,R5_single_directional,0,1,False
LIMK1,8824,P6_brain_plus_retina_expression,EPHB-mediated forward signaling,1164,R5_single_directional,0,1,False
ARPC2,30,P3_recurrent_dual_ocular_directional,EPHB-mediated forward signaling,1164,R5_single_directional,0,1,True
KALRN,1932,P6_brain_plus_retina_expression,EPHB-mediated forward signaling,1164,R5_single_directional,0,1,False
ROCK2,4681,P6_brain_plus_retina_expression,EPHB-mediated forward signaling,1164,R5_single_directional,0,1,False
SDC2,6148,P6_brain_plus_retina_expression,EPHB-mediated forward signaling,1164,R5_single_directional,0,1,True
WASL,5045,P6_brain_plus_retina_expression,EPHB-mediated forward signaling,1164,R5_single_directional,0,1,False
ACTG1,7204,P6_brain_plus_retina_expression,EPHB-mediated forward signaling,1164,R5_single_directional,0,1,True
LYN,10902,P6_brain_plus_retina_expression,EPHB-mediated forward signaling,1164,R5_single_directional,0,1,True
PAK1,8481,P6_brain_plus_retina_expression,EPHB-mediated forward signaling,1164,R5_single_directional,0,1,False
HRAS,1521,P6_brain_plus_retina_expression,EPHB-mediated forward signaling,1164,R5_single_directional,0,1,False
ARHGEF28,10555,P6_brain_plus_retina_expression,EPHB-mediated forward signaling,1164,R5_single_directional,0,1,True
EPHB1,898,P5_single_ocular_FDR,EPHB-mediated forward signaling,1164,R5_single_directional,0,1,False
ARPC3,8741,P6_brain_plus_retina_expression,EPHB-mediated forward signaling,1164,R5_single_directional,0,1,False
ACTR2,14680,P7_other,EPHB-mediated forward signaling,1164,R5_single_directional,0,1,False
ACTR3,12077,P6_brain_plus_retina_expression,EPHB-mediated forward signaling,1164,R5_single_directional,0,1,True
EPHB3,15317,P7_other,EPHB-mediated forward signaling,1164,R5_single_directional,0,1,False
LIMK2,14517,P7_other,EPHB-mediated forward signaling,1164,R5_single_directional,0,1,True
PTK2,364,P4_single_dual_ocular_directional,EPHB-mediated forward signaling,1164,R5_single_directional,0,1,False
RASA1,4038,P6_brain_plus_retina_expression,EPHB-mediated forward signaling,1164,R5_single_directional,0,1,False
GRIN1,14186,P7_other,EPHB-mediated forward signaling,1164,R5_single_directional,0,1,True
ITSN1,8300,P6_brain_plus_retina_expression,EPHB-mediated forward signaling,1164,R5_single_directional,0,1,False
FYN,10743,P6_brain_plus_retina_expression,EPHB-mediated forward signaling,1164,R5_single_directional,0,1,False
EFNB2,714,P5_single_ocular_FDR,EPHB-mediated forward signaling,1164,R5_single_directional,0,1,False
EPHB6,11454,P6_brain_plus_retina_expression,EPHB-mediated forward signaling,1164,R5_single_directional,0,1,False
ARPC5,2147,P6_brain_plus_retina_expression,EPHB-mediated forward signaling,1164,R5_single_directional,0,1,False
ACTB,9554,P6_brain_plus_retina_expression,EPHB-mediated forward signaling,1164,R5_single_directional,0,1,False
CFL1,4688,P6_brain_plus_retina_expression,EPHB-mediated forward signaling,1164,R5_single_directional,0,1,False
EFNB1,754,P5_single_ocular_FDR,EPHB-mediated forward signaling,1164,R5_single_directional,0,1,False
CAMK2B,11319,P6_brain_plus_retina_expression,DAG and IP3 signaling,1165,R5_single_directional,0,1,True
KPNA2,3800,P6_brain_plus_retina_expression,DAG and IP3 signaling,1165,R5_single_directional,0,1,False
CAMKK2,2211,P6_brain_plus_retina_expression,DAG and IP3 signaling,1165,R5_single_directional,0,1,False
PRKAR2A,8055,P6_brain_plus_retina_expression,DAG and IP3 signaling,1165,R5_single_directional,0,1,False
ADCY2,6940,P6_brain_plus_retina_expression,DAG and IP3 signaling,1165,R5_single_directional,0,1,False
PRKCG,982,P5_single_ocular_FDR,DAG and IP3 signaling,1165,R5_single_directional,0,1,False
ITPR3,10332,P6_brain_plus_retina_expression,DAG and IP3 signaling,1165,R5_single_directional,0,1,False
ADCY3,3443,P6_brain_plus_retina_expression,DAG and IP3 signaling,1165,R5_single_directional,0,1,False
PRKAR1B,10774,P6_brain_plus_retina_expression,DAG and IP3 signaling,1165,R5_single_directional,0,1,False
CAMK2A,62,P3_recurrent_dual_ocular_directional,DAG and IP3 signaling,1165,R5_single_directional,0,1,False
ADCY4,16683,P7_other,DAG and IP3 signaling,1165,R5_single_directional,0,1,True
PLCG1,14665,P7_other,DAG and IP3 signaling,1165,R5_single_directional,0,1,False
AHCYL1,14779,P7_other,DAG and IP3 signaling,1165,R5_single_directional,0,1,False
PRKCE,8143,P6_brain_plus_retina_expression,DAG and IP3 signaling,1165,R5_single_directional,0,1,False
ADCY8,1180,P6_brain_plus_retina_expression,DAG and IP3 signaling,1165,R5_single_directional,0,1,False
PRKCD,16087,P7_other,DAG and IP3 signaling,1165,R5_single_directional,0,1,False
CREB1,2145,P6_brain_plus_retina_expression,DAG and IP3 signaling,1165,R5_single_directional,0,1,True
PDE1B,15843,P7_other,DAG and IP3 signaling,1165,R5_single_directional,0,1,False
CAMK4,313,P4_single_dual_ocular_directional,DAG and IP3 signaling,1165,R5_single_directional,0,1,False
PDE1C,6214,P6_brain_plus_retina_expression,DAG and IP3 signaling,1165,R5_single_directional,0,1,False
CAMK2G,8920,P6_brain_plus_retina_expression,DAG and IP3 signaling,1165,R5_single_directional,0,1,False
CAMK2D,4734,P6_brain_plus_retina_expression,DAG and IP3 signaling,1165,R5_single_directional,0,1,True
PRKX,1540,P6_brain_plus_retina_expression,DAG and IP3 signaling,1165,R5_single_directional,0,1,False
ADCY5,2138,P6_brain_plus_retina_expression,DAG and IP3 signaling,1165,R5_single_directional,0,1,False
ADCY9,4963,P6_brain_plus_retina_expression,DAG and IP3 signaling,1165,R5_single_directional,0,1,False
CALM1,8720,P6_brain_plus_retina_expression,DAG and IP3 signaling,1165,R5_single_directional,0,1,False
PRKAR1A,14684,P7_other,DAG and IP3 signaling,1165,R5_single_directional,0,1,False
PRKACA,1871,P6_brain_plus_retina_expression,DAG and IP3 signaling,1165,R5_single_directional,0,1,False
ADCY7,3416,P6_brain_plus_retina_expression,DAG and IP3 signaling,1165,R5_single_directional,0,1,False
NBEA,7853,P6_brain_plus_retina_expression,DAG and IP3 signaling,1165,R5_single_directional,0,1,True
ITPR1,3069,P6_brain_plus_retina_expression,DAG and IP3 signaling,1165,R5_single_directional,0,1,True
PRKACB,5305,P6_brain_plus_retina_expression,DAG and IP3 signaling,1165,R5_single_directional,0,1,False
PRKCA,295,P4_single_dual_ocular_directional,DAG and IP3 signaling,1165,R5_single_directional,0,1,False
PRKAR2B,10082,P6_brain_plus_retina_expression,DAG and IP3 signaling,1165,R5_single_directional,0,1,True
CAMKK1,11000,P6_brain_plus_retina_expression,DAG and IP3 signaling,1165,R5_single_directional,0,1,True
ITPR2,8986,P6_brain_plus_retina_expression,DAG and IP3 signaling,1165,R5_single_directional,0,1,False
IL10,17010,P7_other,Interleukin-10 signaling,1166,R5_single_directional,0,1,False
CCL20,16690,P7_other,Interleukin-10 signaling,1166,R5_single_directional,0,1,False
TNFRSF1A,597,P5_single_ocular_FDR,Interleukin-10 signaling,1166,R5_single_directional,0,1,False
CCL4,16845,P7_other,Interleukin-10 signaling,1166,R5_single_directional,0,1,False
IL1A,17574,P7_other,Interleukin-10 signaling,1166,R5_single_directional,0,1,False
CD80,16662,P7_other,Interleukin-10 signaling,1166,R5_single_directional,0,1,True
CXCL2,16607,P7_other,Interleukin-10 signaling,1166,R5_single_directional,0,1,False
CSF1,4330,P6_brain_plus_retina_expression,Interleukin-10 signaling,1166,R5_single_directional,0,1,True
IL1R1,991,P5_single_ocular_FDR,Interleukin-10 signaling,1166,R5_single_directional,0,1,False
