candidate_rank,gene_symbol,priority_group,best_evidence_class,best_evidence_rank,n_cell_types_present,cell_types,celltype_evidence_signature,n_class_A,n_class_B,n_class_C,n_class_D,n_class_E,n_class_F,n_best_class_celltypes,n_brain_AD_PD_concordant_celltypes,brain_concordant_all_present_celltypes,median_AD_brain_log2FC,median_PD_brain_log2FC,median_conservative_brain_abs_effect,max_conservative_brain_abs_effect,retina_expression,retinal_donors_detected,AD_retina_log2FC,AD_retina_pvalue,AD_retina_FDR,AD_retina_FDR_support_any_celltype,n_AD_retina_same_direction_celltypes,PD_AH_log2RFU_diff,PD_AH_pvalue,PD_AH_FDR,PD_aqueous_FDR_support_any_celltype,n_PD_aqueous_same_direction_celltypes,n_multimodal_directional_celltypes,n_multimodal_nominal_celltypes,n_multimodal_FDR_celltypes
2198,CAMKMT,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,0.1582267862114929,0.08880008950663805,0.0788265513495318,0.1980420655702913,True,7,,,,False,0,,,,False,0,0,0,0
2199,SLC37A3,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,0.1064311963182745,0.07783143102921655,0.0787903368704313,0.2236365151472898,True,7,,,,False,0,,,,False,0,0,0,0
2200,ADPRHL2,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,-0.045674706258190145,-0.07875715171416009,0.07875715171416009,0.197008719212792,True,7,,,,False,0,,,,False,0,0,0,0
2201,NSA2,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,0.16661473776414634,0.1806148083266903,0.07871566397812646,0.2823970607086871,True,7,,,,False,0,,,,False,0,0,0,0
2202,TPRG1,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,0.23301499877398635,0.07115695196830216,0.0786828424282128,0.0932387833052783,True,7,,,,False,0,,,,False,0,0,0,0
2203,PDE4DIP,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,0.4560309960300653,0.18495217074685263,0.07858580935071235,0.3384329834027074,True,7,,,,False,0,,,,False,0,0,0,0
2204,ZNF587,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,-0.029999304503976296,0.03713396460798895,0.07842528684442404,0.0871729896828789,True,7,,,,False,0,,,,False,0,0,0,0
2205,RAB14,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,0.2267118082240056,0.0783771345876116,0.0783771345876116,0.1110420485975989,True,7,-0.5896557399856768,0.339354563564137,0.8768494707880053,False,1,0.5842225730333546,0.0381252000411943,0.0876885043348437,False,3,0,0,0
2206,ARMC8,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,0.10653669447018049,0.1122776001728642,0.07834928873486795,0.1409911230207468,True,7,,,,False,0,,,,False,0,0,0,0
2207,PHF14,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,0.1963668572936828,0.078248766074675,0.078248766074675,0.1139608911325833,True,7,,,,False,0,,,,False,0,0,0,0
2208,ZNF345,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,0.08612703486111009,0.16127166849796265,0.078235854560331,0.1251625885862279,True,7,,,,False,0,,,,False,0,0,0,0
2209,CCDC130,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,-0.26575952088092825,-0.07818100646430445,0.07818100646430445,0.1688081090636257,True,7,,,,False,0,,,,False,0,0,0,0
2210,FAM78B,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,-0.20795775091155155,-0.044469235669493054,0.0779339398757983,0.1959939701708312,True,7,,,,False,0,,,,False,0,0,0,0
2211,CAMKK2,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,-0.25444677944406535,-0.14222914010714266,0.07787324960878039,0.213409962335326,True,7,-0.3898702172494204,0.6145953258604437,0.8866647026340893,False,4,,,,False,0,0,0,0
2212,AGO1,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,-0.1720337903304992,-0.0805758200052383,0.07773681697058255,0.153767819597726,True,7,2.172126464171008,0.0039968442420694,0.6657395392305032,False,0,0.6877514720909312,0.0648874292994742,0.1264205272657678,False,0,0,0,0
2213,QSER1,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,0.23367160553838523,0.13875066647813838,0.07762785082156645,0.2256826867798524,True,7,,,,False,0,,,,False,0,0,0,0
2214,POLR3B,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,-0.1601833242903123,-0.10649396051158144,0.07751454596634286,0.2705187821788143,True,7,,,,False,0,,,,False,0,0,0,0
2215,YARS2,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,0.22134462528570276,0.07743824399757346,0.07743824399757346,0.1497334427357282,True,7,,,,False,0,,,,False,0,0,0,0
2216,UPF1,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,0.07742539542988619,0.1311587085599916,0.07742539542988619,0.3279910985750975,True,7,-1.0357444434006915,0.2020494997844283,0.8768494707880053,False,1,,,,False,0,0,0,0
2217,CEP95,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,0.21676529461116556,0.07721241490539854,0.07721241490539854,0.1241262979340894,True,7,,,,False,0,,,,False,0,0,0,0
2218,SMAD2,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,0.17460725155060525,0.07693612339454764,0.07693612339454764,0.0915615491594292,True,7,,,,False,0,,,,False,0,0,0,0
2219,FAM216A,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,-0.06165064600086855,-0.026024312335775398,0.07683905885601724,0.1855249070841886,True,7,,,,False,0,,,,False,0,0,0,0
2220,MPPE1,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,-0.43640853513620426,-0.0766231424308792,0.0766231424308792,0.14629580863204,True,7,,,,False,0,,,,False,0,0,0,0
2221,SESTD1,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,0.08969774594894889,0.08648595781242376,0.0764385564622942,0.1967215526964686,True,7,,,,False,0,,,,False,0,0,0,0
2222,MLLT10,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,0.10423718096883536,0.10463549992365885,0.0763360684552601,0.1280136315447696,True,7,,,,False,0,,,,False,0,0,0,0
2223,FAM135A,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,0.15636608874304797,0.0762691761754317,0.0762691761754317,0.0878168059057626,True,7,,,,False,0,,,,False,0,0,0,0
2224,TBCD,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,0.1621539794401359,0.12976631103775577,0.07626878052850865,0.2518378264747982,True,7,-0.2874794211212226,0.6766548399505616,0.8998895469979937,False,0,,,,False,0,0,0,0
2225,FMN2,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,0.13860300709729428,0.0762517180314687,0.0762517180314687,0.1783940849145604,True,7,-1.5104201906029573,0.076099400147223,0.8768494707880053,False,0,,,,False,0,0,0,0
2226,RUNX1T1,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,0.27255050644218826,0.07614938652983555,0.07614938652983555,0.2564775561875596,True,7,,,,False,0,,,,False,0,0,0,0
2227,ZNF24,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,0.15183680826480034,0.18898222512993956,0.0758596665901755,0.2346102979305933,True,7,,,,False,0,,,,False,0,0,0,0
2228,LARP1,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,-0.06240238118959855,-0.006425636379010849,0.0758152042072803,0.1007788928981446,True,7,-0.7288850903957425,0.2447070913757336,0.8768494707880053,False,2,,,,False,0,0,0,0
2229,PTPN4,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,0.19215650314233523,0.045991006232705745,0.07548531091810384,0.1490412986261623,True,7,,,,False,0,3.4963227288461143,0.0413613791541874,0.0925993740230057,False,3,0,0,0
2230,ACOX1,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,-0.1758581069123305,-0.07540545540679561,0.07540545540679561,0.1669201690369418,True,7,-0.3334388426638597,0.5424570314332141,0.8779274323541619,False,3,0.4447574026017502,0.3001187970253684,0.3957312497385013,False,1,0,0,0
2231,CCDC25,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,-0.16450489493991,-0.10690031714832779,0.07534848077486475,0.1486492598165488,True,7,,,,False,0,,,,False,0,0,0,0
2232,MAPK1IP1L,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,0.16902390601609155,0.07526089729517316,0.07526089729517316,0.1735763379558163,True,7,,,,False,0,,,,False,0,0,0,0
2233,COMMD2,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,0.4413820507160485,0.07525994975860956,0.07525994975860956,0.3858908075899768,True,7,,,,False,0,,,,False,0,0,0,0
2234,UACA,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,-0.0752101361165599,-0.1481287639569476,0.0752101361165599,0.1057456854684538,True,7,,,,False,0,,,,False,0,0,0,0
2235,GCFC2,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,0.13342019970715094,0.07516456048131895,0.07516456048131895,0.0865485259472475,True,7,,,,False,0,,,,False,0,0,0,0
2236,EML4,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,-0.07498361836302961,-0.3012879521674895,0.07498361836302961,0.3273015367687879,True,7,-0.7631609829787358,0.2415610982802576,0.8768494707880053,False,4,,,,False,0,0,0,0
2237,ERMN,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,-0.370814523821138,-0.03134275698826335,0.0746183649127641,0.1975882171151159,True,5,-0.9375808343602828,0.2266129300069233,0.8768494707880053,False,2,1.4921981795596384,0.1058352361638888,0.1797935310473705,False,2,0,0,0
2238,NDUFA1,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,-0.07448179624228421,-0.30013616695797235,0.07448179624228421,0.107418163646831,True,7,0.5142028461370778,0.482252414303722,0.8768494707880053,False,0,,,,False,0,0,0,0
2239,MAP3K4,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,0.15780691290439874,0.1129132171636366,0.07435881170895134,0.1607145870686771,True,7,,,,False,0,,,,False,0,0,0,0
2240,CDR2L,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,0.044797557759406546,0.31147736512641216,0.074290160603,0.285539360432962,True,7,,,,False,0,,,,False,0,0,0,0
2241,HEG1,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,-0.11693628752256904,-0.18115694491618073,0.07415722364578745,0.1700699255600752,True,7,0.3073835758689043,0.4567379768283938,0.8768494707880053,False,0,,,,False,0,0,0,0
2242,HOMER1,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,-0.117065163102532,-0.20977618541256493,0.07414828449755735,0.1500229053846544,True,7,-0.3594864200555889,0.456496039689193,0.8768494707880053,False,3,1.2639518902159663,0.0174423001255158,0.0530824224675457,False,1,0,0,0
2243,POLR2M,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,0.21392726209524,0.07412981861390175,0.07412981861390175,0.1905521448462879,True,7,,,,False,0,1.7861337932064572,0.1046453809499816,0.1783044499959118,False,4,0,0,0
2244,NDUFV3,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,0.1225697937494052,0.0740362254995506,0.0740362254995506,0.119084169848516,True,7,-0.3530716779878311,0.4297676348616499,0.8768494707880053,False,0,,,,False,0,0,0,0
2245,ULK2,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,-0.18502302557775419,-0.0739990566949979,0.0739990566949979,0.145696661242764,True,7,,,,False,0,,,,False,0,0,0,0
2246,PIGU,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,-0.3489584339404414,-0.07398376560493805,0.07398376560493805,0.2429202036556045,True,7,-0.1799615331146817,0.7882286926859288,0.9274706580708396,False,4,,,,False,0,0,0,0
2247,SUCLG2,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,-0.31187554851268684,-0.07394900247293079,0.07394900247293079,0.0953193611167246,True,7,-1.9246796047269288,0.0071134711177314,0.6833036198667058,False,4,,,,False,0,0,0,0
2248,TMEM181,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,0.1924749883794094,0.12005635071264255,0.0738969320198752,0.1987634119632914,True,7,,,,False,0,,,,False,0,0,0,0
2249,FAM104B,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,0.2610133265054294,0.17506077513378376,0.07385991939445975,0.2420803402779623,True,7,,,,False,0,,,,False,0,0,0,0
2250,JAM3,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,0.0051531179748097525,0.0037239796958892513,0.0737838280307716,0.1060377871279896,True,7,-0.2486685228349863,0.6056577191581508,0.8851127791220113,False,2,0.3001485236231662,0.2458686496558769,0.3370846748233186,False,2,0,0,0
2251,CLOCK,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,0.24601397992500235,0.0734371216669325,0.0734371216669325,0.1874080842761112,True,7,,,,False,0,,,,False,0,0,0,0
2252,SLC16A2,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,0.2573879293918626,0.13212026946396976,0.07341134803272631,0.2000813044709189,True,7,-0.06262705228308,0.9196714006301188,0.9685343972480376,False,0,,,,False,0,0,0,0
2253,TSPAN14,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,0.0734029960245892,0.1653110027766086,0.0734029960245892,0.0941811908467046,True,7,-0.2515388783789483,0.47344356464459,0.8768494707880053,False,1,,,,False,0,0,0,0
2254,PSMD3,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,-0.38867780828814924,-0.07332183298473005,0.07332183298473005,0.1134117606710343,True,7,-0.3707672034032221,0.4496997098153719,0.8768494707880053,False,4,,,,False,0,0,0,0
2255,TTTY15,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,-0.2054463301995632,-0.024516475383526797,0.07326300208873475,0.2897432545500694,True,6,,,,False,0,,,,False,0,0,0,0
2256,CECR2,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,-0.2287881298676362,-0.0683335964876791,0.0731625932326321,0.3536459151732838,True,7,,,,False,0,,,,False,0,0,0,0
2257,COLGALT1,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,0.19033672337101826,0.2479983777745352,0.07313594234915935,0.3449974575523666,True,7,,,,False,0,2.0615259034809883,0.0225622934132875,0.0626351277146437,False,3,0,0,0
2258,NADK2,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,0.2292851731177682,0.07305972093690899,0.07305972093690899,0.2587744517170427,True,7,-0.6372665508916668,0.4249526045978907,0.8768494707880053,False,0,0.113348966609862,0.4081441099449259,0.4813985761029167,False,4,0,0,0
2259,ASCC2,P6_brain_plus_retina_expression,E_brain_plus_retina_expression,5,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:E | OPC:E | Oligo:E,0,0,0,0,4,0,4,4,True,-0.3246112275512879,-0.07300685641036445,0.07300685641036445,0.1331628950879752,True,7,,,,False,0,-0.0051739572319835,0.9936501286348506,0.9955012455641404,False,4,0,0,0
