candidate_rank,gene_symbol,priority_group,best_evidence_class,best_evidence_rank,n_cell_types_present,cell_types,celltype_evidence_signature,n_class_A,n_class_B,n_class_C,n_class_D,n_class_E,n_class_F,n_best_class_celltypes,n_brain_AD_PD_concordant_celltypes,brain_concordant_all_present_celltypes,median_AD_brain_log2FC,median_PD_brain_log2FC,median_conservative_brain_abs_effect,max_conservative_brain_abs_effect,retina_expression,retinal_donors_detected,AD_retina_log2FC,AD_retina_pvalue,AD_retina_FDR,AD_retina_FDR_support_any_celltype,n_AD_retina_same_direction_celltypes,PD_AH_log2RFU_diff,PD_AH_pvalue,PD_AH_FDR,PD_aqueous_FDR_support_any_celltype,n_PD_aqueous_same_direction_celltypes,n_multimodal_directional_celltypes,n_multimodal_nominal_celltypes,n_multimodal_FDR_celltypes
59,COMMD5,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,4,Astro;Micro;OPC;Oligo,Astro:C | Micro:C | OPC:E | Oligo:C,0,0,3,0,1,0,3,4,True,0.0966704327485163,0.02986256154421055,0.04562259270933085,0.0734112028708086,True,7,0.2661486652407632,0.690056203812387,0.9008375887480778,False,3,1.170653070477955,0.217327483888269,0.3072058397437007,False,3,3,0,0
60,IVD,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,4,Astro;Micro;OPC;Oligo,Astro:C | Micro:C | OPC:C | Oligo:E,0,0,3,0,1,0,3,4,True,-0.12196173994550655,-0.0455627441433099,0.036357349318816706,0.0818087469026548,True,7,-0.7918414751511484,0.1718780115823801,0.8768494707880053,False,3,-1.1549759826365469,0.5034761901997049,0.5722554420664112,False,3,3,0,0
61,CNDP2,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,4,Astro;Micro;OPC;Oligo,Astro:E | Micro:C | OPC:C | Oligo:C,0,0,3,0,1,0,3,4,True,-0.0818567909552046,-0.046965031422251044,0.017289860476637248,0.0779956274044268,True,7,-0.4944052929818596,0.3157904666349597,0.8768494707880053,False,3,-1.064446597153119,0.0088197142146621,0.0353970335653332,True,3,3,0,0
62,CAMK2A,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,4,Astro;Micro;OPC;Oligo,Astro:F | Micro:C | OPC:C | Oligo:C,0,0,3,0,0,1,3,3,False,-0.6351016215884284,-0.7920885070194648,0.6295290259537563,0.7862108854443403,True,7,-0.7668507359776591,0.1045881453893776,0.8768494707880053,False,3,-2.588325150098773,9.576421070887478e-07,6.898659786635523e-05,True,4,3,0,0
63,TPD52L1,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,4,Astro;Micro;OPC;Oligo,Astro:C | Micro:C | OPC:F | Oligo:C,0,0,3,0,0,1,3,3,False,0.28199722599542554,1.0063671522308406,0.28199722599542554,1.363443126891423,True,7,0.3547414233523049,0.6566166504405447,0.8925427404782231,False,3,0.1161548094814413,0.7947099972420615,0.8365773102626747,False,4,3,0,0
64,LIMA1,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,4,Astro;Micro;OPC;Oligo,Astro:F | Micro:C | OPC:C | Oligo:C,0,0,3,0,0,1,3,3,False,-0.40519806844942774,-0.29534197581899835,0.26511028440247286,0.4271347385095893,True,7,-0.5435376627539306,0.4223728845435959,0.8768494707880053,False,3,-1.2408375087941184,0.0709417304234728,0.1351169303346667,False,4,3,0,0
65,SULT1A1,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,4,Astro;Micro;OPC;Oligo,Astro:C | Micro:F | OPC:C | Oligo:C,0,0,3,0,0,1,3,3,False,-0.2692614783403281,-0.3389379194821104,0.2505016279805185,0.2902787857001754,True,7,-0.9710318386197584,0.175067081359392,0.8768494707880053,False,3,-0.2910832130533287,0.5011358191152835,0.5699368398451395,False,4,3,0,0
66,CDC37,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,4,Astro;Micro;OPC;Oligo,Astro:C | Micro:C | OPC:F | Oligo:C,0,0,3,0,0,1,3,3,False,-0.27298942913517676,-0.25574905541681586,0.24476202891541793,0.3790698158442808,True,7,-0.4090327565897311,0.5229492520993733,0.8768494707880053,False,3,-0.5083470309865162,0.1984816662050644,0.2863993819404213,False,4,3,0,0
67,NTNG1,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,4,Astro;Micro;OPC;Oligo,Astro:C | Micro:C | OPC:F | Oligo:C,0,0,3,0,0,1,3,3,False,0.4081275025718637,0.4510793868681311,0.2352020587637774,1.085105601821008,True,7,0.5157158895365264,0.2676643159638507,0.8768494707880053,False,4,0.6048765275732109,0.014455884272206,0.0473486951358206,True,3,3,0,0
68,GSTZ1,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,4,Astro;Micro;OPC;Oligo,Astro:C | Micro:C | OPC:F | Oligo:C,0,0,3,0,0,1,3,3,False,-0.4680197208265737,-0.23400943026900156,0.23400943026900156,0.3249194637734842,True,7,-0.4414851615012587,0.6092851727263844,0.8854755419750625,False,4,-1.2191991834754117,0.3676111963915178,0.4444604458602354,False,3,3,0,0
69,VPS25,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,4,Astro;Micro;OPC;Oligo,Astro:C | Micro:C | OPC:F | Oligo:C,0,0,3,0,0,1,3,3,False,-0.36161118625004535,-0.3326194094097332,0.2094730421208345,0.482352688738842,True,7,-0.3349629863762047,0.2623150838957903,0.8768494707880053,False,4,-0.559028790739835,0.5426321713731306,0.6090965852632123,False,3,3,0,0
70,CDKN1B,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,4,Astro;Micro;OPC;Oligo,Astro:C | Micro:F | OPC:C | Oligo:C,0,0,3,0,0,1,3,3,False,0.3783524810435611,0.20808067859670015,0.20808067859670015,0.2970307985644405,True,7,0.7033948249914452,0.0410548667925325,0.8768494707880053,False,3,0.3540157397100749,0.2399227704734554,0.3306855138688386,False,4,3,0,0
71,SNAP23,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,4,Astro;Micro;OPC;Oligo,Astro:C | Micro:C | OPC:F | Oligo:C,0,0,3,0,0,1,3,3,False,0.6410333288860315,0.203655046871666,0.203655046871666,0.2486394633281421,True,7,0.0728462222482342,0.9175043086351,0.9682484245793598,False,4,3.192984545232389,0.0192311475741564,0.056560444880891,False,3,3,0,0
72,UBE2M,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,4,Astro;Micro;OPC;Oligo,Astro:C | Micro:F | OPC:C | Oligo:C,0,0,3,0,0,1,3,3,False,-0.1313539320042644,-0.4059484172240127,0.20083559239794707,0.4121627066636324,True,7,-0.6880733336508165,0.1445393634180616,0.8768494707880053,False,3,-0.6071284208487489,0.6194799075896948,0.6808536411921501,False,4,3,0,0
73,PQBP1,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,4,Astro;Micro;OPC;Oligo,Astro:C | Micro:C | OPC:C | Oligo:F,0,0,3,0,0,1,3,3,False,-0.3970850139669151,-0.1950779097642248,0.19813605389649733,0.3141421208849113,True,7,-0.1867717708482636,0.839580923691696,0.9468743991510548,False,4,-0.2971788995933452,0.3305649312781843,0.4067658214744228,False,3,3,0,0
74,GSTP1,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,4,Astro;Micro;OPC;Oligo,Astro:C | Micro:F | OPC:C | Oligo:C,0,0,3,0,0,1,3,3,False,-0.3153630989512176,-0.1766071427034392,0.19418322844010372,0.3021136202628403,True,7,-0.2865155111114887,0.5019591524260882,0.8768494707880053,False,4,-0.4191933001688888,0.2682528198530799,0.3605637217250539,False,3,3,0,0
75,MAG,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,4,Astro;Micro;OPC;Oligo,Astro:C | Micro:C | OPC:F | Oligo:C,0,0,3,0,0,1,3,3,False,-0.6630836810917097,-0.1915508343292198,0.1915508343292198,0.4967189610869186,True,5,-1.2962904800730255,0.0544488679605689,0.8768494707880053,False,4,-2.1704036364510912,0.2466530733491515,0.3379158980332261,False,3,3,0,0
76,RTF1,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,4,Astro;Micro;OPC;Oligo,Astro:C | Micro:F | OPC:C | Oligo:C,0,0,3,0,0,1,3,3,False,-0.26775549989255587,-0.22677466248195177,0.1858288898901784,0.327860653182721,True,7,-0.5720334489841683,0.3107080471320804,0.8768494707880053,False,3,-0.2421020946664631,0.1251465499947796,0.2043055123408751,False,4,3,0,0
77,SUMF2,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,4,Astro;Micro;OPC;Oligo,Astro:C | Micro:F | OPC:C | Oligo:C,0,0,3,0,0,1,3,3,False,-0.4752875460819748,-0.1336231849670191,0.17585298408647293,0.3114298429752012,True,7,-0.848406547064549,0.1284638694816205,0.8768494707880053,False,4,-0.1153693718683293,0.7721720528513916,0.817264488149018,False,3,3,0,0
78,PRDX5,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,4,Astro;Micro;OPC;Oligo,Astro:C | Micro:F | OPC:C | Oligo:C,0,0,3,0,0,1,3,3,False,-0.1488317000135011,-0.37968553713957065,0.17103253908390642,0.4464573846202526,True,7,-0.2484762924210208,0.5507803955242188,0.8805095867700446,False,3,-1.8130881662788303,0.0007904476034343,0.0080723308041407,True,4,3,0,0
79,CIAO1,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,4,Astro;Micro;OPC;Oligo,Astro:C | Micro:C | OPC:C | Oligo:F,0,0,3,0,0,1,3,3,False,-0.2169133449555378,-0.1662236285472074,0.1662236285472074,0.2980122835490171,True,7,-0.4132816676862596,0.3422021843775868,0.8768494707880053,False,4,-3.069300513200404,0.1518948147934898,0.2374394463622484,False,3,3,0,0
80,ECHS1,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,4,Astro;Micro;OPC;Oligo,Astro:C | Micro:C | OPC:F | Oligo:C,0,0,3,0,0,1,3,3,False,-0.15032936070744396,-0.3042491979962748,0.1604142933062723,0.2715011774717353,True,7,-0.6214620301930083,0.275167034921517,0.8768494707880053,False,3,-0.6305158652634306,0.3797848859551468,0.4530511080156182,False,4,3,0,0
81,HABP4,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,4,Astro;Micro;OPC;Oligo,Astro:C | Micro:F | OPC:C | Oligo:C,0,0,3,0,0,1,3,3,False,-0.17723345156337625,-0.182440515935228,0.158725099071503,0.2376063426441621,True,7,-0.3840851839781329,0.5819316163143688,0.8851127791220113,False,3,-2.0467244475525743,0.0301416734119131,0.0751363396352157,False,4,3,0,0
82,GOLPH3,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,4,Astro;Micro;OPC;Oligo,Astro:C | Micro:F | OPC:C | Oligo:C,0,0,3,0,0,1,3,3,False,0.1556419797938896,0.0998341974655537,0.1556419797938896,0.1753773049078964,True,7,0.2878282147036799,0.6402575954453538,0.8902922891443612,False,4,0.3675812755154588,0.4752521833449527,0.546228381873744,False,3,3,0,0
83,PSMD7,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,4,Astro;Micro;OPC;Oligo,Astro:F | Micro:C | OPC:C | Oligo:C,0,0,3,0,0,1,3,3,False,-0.11251964742360215,-0.2145789061600205,0.1493493955301352,0.3285995592997095,True,7,-0.3646858255030807,0.3804912130689918,0.8768494707880053,False,3,-1.5601379928037955,0.0758295382075951,0.1415777158350918,False,4,3,0,0
84,CBR3,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,4,Astro;Micro;OPC;Oligo,Astro:C | Micro:F | OPC:C | Oligo:C,0,0,3,0,0,1,3,3,False,-0.12873252124666906,-0.34949949112454204,0.14410927197264412,0.6270854342042262,True,7,-0.7765029520344768,0.3259489959525525,0.8768494707880053,False,3,-2.9062687114019763,0.159599235682903,0.2471508164003812,False,4,3,0,0
85,DCTN6,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,4,Astro;Micro;OPC;Oligo,Astro:C | Micro:C | OPC:C | Oligo:F,0,0,3,0,0,1,3,3,False,-0.16665927912896325,-0.2632236102807618,0.14111189558036014,0.1873438753638199,True,7,-0.1903018365619644,0.7567614412014443,0.9175675224387198,False,3,-0.0688554571370726,0.3305649312781843,0.4067658214744228,False,4,3,0,0
86,MRPL28,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,4,Astro;Micro;OPC;Oligo,Astro:C | Micro:C | OPC:C | Oligo:F,0,0,3,0,0,1,3,3,False,-0.1878719031235641,-0.31458930873774354,0.14085118678955946,0.1946771676920535,True,7,-0.2906807897421792,0.5556841639225185,0.8818927150561189,False,3,-1.8056311076728864,0.0050046321104921,0.0255129221875281,True,4,3,0,0
87,PTRHD1,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,3,Astro;Micro;Oligo,Astro:C | Micro:C | Oligo:C,0,0,3,0,0,0,3,3,True,-0.1782417897076107,-0.3392301574500955,0.1393580874849136,0.1782417897076107,True,7,-0.9908484160830257,0.1262685741515002,0.8768494707880053,False,3,-2.4851826544866302,0.1737624546289979,0.2605063565051704,False,3,3,0,0
88,FIS1,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,4,Astro;Micro;OPC;Oligo,Astro:F | Micro:C | OPC:C | Oligo:C,0,0,3,0,0,1,3,3,False,-0.1907683101416741,-0.23386377251132212,0.13907156975808274,0.2977887322234635,True,7,-0.523247646070601,0.2393293250741948,0.8768494707880053,False,3,-1.079466887473207,0.1706515219305622,0.256857395214713,False,4,3,0,0
89,SF1,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,4,Astro;Micro;OPC;Oligo,Astro:C | Micro:C | OPC:F | Oligo:C,0,0,3,0,0,1,3,3,False,-0.19137368654585385,-0.09351412870059975,0.1369231015937403,0.1780506445380801,True,7,-0.4052053076576172,0.4375676593147998,0.8768494707880053,False,4,-2.764583238225547,6.38609235414406e-10,4.927164855296593e-07,True,3,3,0,0
90,MPP2,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,4,Astro;Micro;OPC;Oligo,Astro:F | Micro:C | OPC:C | Oligo:C,0,0,3,0,0,1,3,3,False,-0.3640025109257726,-0.1361164540945642,0.1361164540945642,0.6271905792179553,True,7,-0.2806143040910633,0.5439415751323935,0.8779882921039025,False,4,-1.0124774238503156,0.0011427381337882,0.0101455892658169,True,3,3,0,0
91,IGFBP7,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,4,Astro;Micro;OPC;Oligo,Astro:C | Micro:F | OPC:C | Oligo:C,0,0,3,0,0,1,3,3,False,0.116650639194136,0.23769808453444208,0.13368064714259587,0.2327681768780714,True,7,0.2971391254038593,0.728503530264448,0.9093057603799626,False,3,0.0197377553540505,0.78903786230268,0.8318663346358933,False,4,3,0,0
92,ATL3,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,4,Astro;Micro;OPC;Oligo,Astro:C | Micro:C | OPC:F | Oligo:C,0,0,3,0,0,1,3,3,False,0.23710030161578768,0.09903677113950811,0.1253201136953211,0.3425658638735978,True,7,0.0442077490538217,0.953644761105737,0.9819366146841516,False,4,0.4560836089956646,0.6513146945436847,0.7107139605562649,False,3,3,0,0
93,SLC4A8,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,4,Astro;Micro;OPC;Oligo,Astro:F | Micro:C | OPC:C | Oligo:C,0,0,3,0,0,1,3,3,False,-0.555249823289053,-0.10941110200218815,0.11791961407320806,0.4329483438567796,True,7,-0.5592122111043807,0.3886054083739166,0.8768494707880053,False,4,-0.3894831445907366,0.1065631903311856,0.1807603923024671,False,3,3,0,0
94,NDRG3,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,4,Astro;Micro;OPC;Oligo,Astro:C | Micro:C | OPC:F | Oligo:C,0,0,3,0,0,1,3,3,False,0.15080524779917376,0.13504551110241106,0.11610804752403961,0.1500806021893456,True,7,0.0142844853590915,0.980632278637769,0.9936640275834436,False,3,0.7872282734478944,0.0087301893469659,0.0352365301940305,True,4,3,0,0
95,ACAA1,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,4,Astro;Micro;OPC;Oligo,Astro:C | Micro:C | OPC:C | Oligo:F,0,0,3,0,0,1,3,3,False,-0.13228853718916314,-0.22445119913711958,0.1103792421570727,0.2535137028382728,True,7,-0.5198226818479377,0.2365029104529608,0.8768494707880053,False,3,-0.0981232962658356,0.9234970542788415,0.9422054026355124,False,4,3,0,0
96,TF,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,4,Astro;Micro;OPC;Oligo,Astro:C | Micro:F | OPC:C | Oligo:C,0,0,3,0,0,1,3,3,False,-0.544032691894503,-0.07119889843725441,0.10505694070307275,0.2586460077592147,True,7,-0.4379661996268744,0.4927457907781875,0.8768494707880053,False,4,-0.2015351676186476,0.0423025566497558,0.0941903288379833,False,3,3,0,0
97,ATE1,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,4,Astro;Micro;OPC;Oligo,Astro:C | Micro:C | OPC:C | Oligo:F,0,0,3,0,0,1,3,3,False,0.10892953137378761,0.1218526451307275,0.1006366786569805,0.2146742508132497,True,7,0.2608821652864996,0.5976982916191063,0.8851127791220113,False,4,0.1631474399358747,0.6062078472732739,0.6691095536912727,False,3,3,0,0
98,NDP,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,3,Astro;OPC;Oligo,Astro:C | OPC:C | Oligo:C,0,0,3,0,0,0,3,3,True,0.3940200852628141,0.230899168483458,0.0983630764381533,0.5920837735289975,True,7,1.1010750127499662,0.0123612070137708,0.7438784638345959,False,3,0.0500228028330438,0.9185936916048268,0.938211898586337,False,3,3,0,0
99,KLC1,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,4,Astro;Micro;OPC;Oligo,Astro:C | Micro:C | OPC:F | Oligo:C,0,0,3,0,0,1,3,3,False,-0.058519918394081896,-0.20590808949799166,0.0979308531939411,0.145157217913877,True,7,-0.8361611624221155,0.2118048606722405,0.8768494707880053,False,3,-1.5512513360505809,0.1680933226591184,0.2546231299582228,False,4,3,0,0
100,COLEC12,P3_recurrent_dual_ocular_directional,C_dual_ocular_directional,3,4,Astro;Micro;OPC;Oligo,Astro:C | Micro:F | OPC:C | Oligo:C,0,0,3,0,0,1,3,3,False,0.7641693939701991,0.0695559027639146,0.0936078661836419,0.5711647618230565,True,7,0.1092181421823781,0.8991147231537452,0.9636144720740496,False,4,1.3096695087826289,0.0014579512691528,0.0118195995405717,True,3,3,0,0
